1400430027,288,200,
1400430027,227,200,
1400430027,290,200,
1400430027,375,200,
1400430027,337,200,
1400430027,337,182,
1400430027,337,101,
1400430027,368,101,
1400430027,368,167,
1400430027,368,150,
1400430027,400,150,
1400430027,400,143,
1400430027,400,224,
1400430027,400,208,
1400430027,400,308,
1400430027,400,211,
1400430027,306,211,
1400430027,306,232,
1400430027,380,232,
1400430027,487,232,
1400430027,487,155,
1400430027,474,155,
1400430027,474,119,
1400430027,474,71,
1400430027,421,71,
1400430027,386,71,
1400430027,386,136,
1400430027,481,136,
1400430027,481,103,
1400430027,481,52,
1400430027,481,120,
1400430027,481,120,
1400430027,481,139,
1400430027,458,139,
1400430027,458,32,
1400430027,418,32,
1400430027,474,32,
1400430027,569,32,
1400430027,600,32,
1400430027,557,32,
1400430027,630,32,
1400430027,548,32,
1400430027,613,32,
1400430027,528,32,
1400430027,581,32,
1400430027,536,32,
1400430027,536,99,
1400430027,501,99,
1400430027,501,153,
1400430027,501,146,
1400430027,501,170,
1400430027,567,170,
1400430027,457,170,
1400430027,398,170,
1400430027,398,213,
1400430027,311,213,
1400430027,311,135,
1400430027,311,71,
1400430027,330,71,
1400430027,291,71,
1400430027,345,71,
1400430027,333,71,
1400430027,333,27,
1400430027,333,13,
1400430027,333,51,
1400430027,375,51,
1400430027,375,155,
1400430027,375,229,
1400430027,332,229,
1400430027,332,205,
1400430027,369,205,
1400430027,462,205,
1400430027,462,160,
1400430027,506,160,
1400430027,506,220,
1400430027,584,220,
1400430027,584,271,
1400430027,584,239,
1400430027,584,282,
1400430027,534,282,
1400430027,534,208,
1400430027,534,147,
1400430027,534,228,
1400430027,482,228,
1400430027,482,103,
1400430027,565,103,
1400430027,565,47,
1400430027,565,127,
1400430027,565,100,
1400430027,635,100,
1400430027,635,151,
1400430027,635,75,
1400430027,635,182,
1400430027,635,215,
1400430027,557,215,
1400430027,557,305,
1400430027,557,244,
1400430027,503,244,
1400430027,614,244,
1400430027,614,338,
1400430027,540,338,
1400430027,540,271,
1400430027,498,271,
1400430027,585,271,
1400430027,585,190,
1400430027,511,190,
1400430027,511,292,
1400430027,511,341,
1400430027,538,341,
1400430027,538,186,
1400430027,538,287,
1400430027,599,287,
1400430027,520,287,
1400430027,520,230,
1400430027,520,162,
1400430027,446,162,
1400430027,498,162,
1400430027,502,162,
1400430027,588,162,
1400430027,588,70,
1400430027,545,70,
1400430027,541,70,
1400430027,541,88,
1400430027,541,27,
