1400430321,350,376
1400430321,372,376
1400430321,372,386
1400430321,332,386
1400430321,332,407
1400430321,305,407
1400430321,312,407
1400430321,312,425
1400430321,312,443
1400430321,312,446
1400430321,312,425
1400430321,312,441
1400430321,314,441
1400430321,292,441
1400430321,292,423
1400430321,276,423
1400430321,307,423
1400430321,307,440
1400430321,307,455
1400430321,307,455
1400430321,307,420
1400430321,307,393
1400430321,307,396
1400430321,325,396
1400430321,305,396
1400430321,297,396
1400430321,297,364
1400430321,306,364
1400430321,306,357
1400430321,306,336
1400430321,334,336
1400430321,349,336
1400430321,333,336
1400430321,350,336
1400430321,350,368
1400430321,350,387
1400430321,350,432
1400430321,350,453
1400430321,350,423
1400430321,324,423
1400430321,324,422
1400430321,324,439
1400430321,324,461
1400430321,324,438
1400430321,324,464
1400430321,324,436
1400430321,324,440
1400430321,324,418
1400430321,324,438
1400430321,324,461
1400430321,340,461
1400430321,365,461
1400430321,365,432
1400430321,365,455
1400430321,394,455
1400430321,394,462
1400430321,394,441
1400430321,405,441
1400430321,397,441
1400430321,397,448
1400430321,390,448
1400430321,415,448
1400430321,415,427
1400430321,437,427
1400430321,440,427
1400430321,470,427
1400430321,470,464
1400430321,426,464
1400430321,443,464
1400430321,443,446
1400430321,443,436
1400430321,419,436
1400430321,419,428
1400430321,440,428
1400430321,440,462
1400430321,408,462
1400430321,387,462
1400430321,387,438
1400430321,387,441
1400430321,387,451
1400430321,355,451
1400430321,355,445
1400430321,355,419
1400430321,355,404
1400430321,359,404
1400430321,359,374
1400430321,363,374
1400430321,363,383
1400430321,379,383
1400430321,379,418
1400430321,402,418
1400430321,370,418
1400430321,370,397
1400430321,370,425
1400430321,370,432
1400430321,356,432
1400430321,356,406
1400430321,384,406
1400430321,384,422
1400430321,384,443
1400430321,362,443
1400430321,362,428
1400430321,383,428
1400430321,427,428
1400430321,447,428
1400430321,430,428
1400430321,411,428
1400430321,424,428
1400430321,424,430
1400430321,424,455
1400430321,424,473
1400430321,442,473
1400430321,420,473
1400430321,455,473
1400430321,455,460
1400430321,435,460
1400430321,435,417
1400430321,435,384
1400430321,435,404
1400430321,435,394
1400430321,399,394
1400430321,399,413
1400430321,399,424
1400430321,418,424
1400430321,397,424
1400430321,408,424
1400430321,374,424
1400430321,374,444
1400430321,351,444
1400430321,365,444
1400430321,365,475
1400430321,365,436
1400430321,341,436
1400430321,341,442
1400430321,341,434
1400430321,350,434
1400430321,390,434
1400430321,380,434
1400430321,380,422
1400430321,352,422
1400430321,352,418
1400430321,352,418
1400430321,322,418
1400430321,322,447
1400430321,322,412
1400430321,344,412
1400430321,344,430
1400430321,344,461
1400430321,344,426
1400430321,344,479
1400430321,344,459
1400430321,307,459
1400430321,281,459
1400430321,260,459
1400430321,260,423
1400430321,260,418
1400430321,260,391
1400430321,260,403
1400430321,260,437
1400430321,260,413
1400430321,260,398
1400430321,258,398
1400430321,267,398
1400430321,295,398
1400430321,295,376
1400430321,295,335
1400430321,270,335
1400430321,270,312
1400430321,272,312
1400430321,292,312
1400430321,292,289
1400430321,283,289
1400430321,269,289
1400430321,282,289
1400430321,282,315
1400430321,298,315
1400430321,281,315
1400430321,316,315
1400430321,301,315
1400430321,321,315
1400430321,321,317
1400430321,329,317
1400430321,348,317
1400430321,348,322
1400430321,348,314
1400430321,346,314
1400430321,346,343
1400430321,317,343
1400430321,297,343
1400430321,297,320
1400430321,268,320
1400430321,268,339
1400430321,291,339
1400430321,301,339
1400430321,301,324
1400430321,344,324
1400430321,344,302
1400430321,368,302
1400430321,367,302
1400430321,380,302
1400430321,380,316
1400430321,362,316
1400430321,362,289
1400430321,357,289
1400430321,357,249
1400430321,357,242
1400430321,327,242
1400430321,308,242
1400430321,292,242
1400430321,292,259
1400430321,267,259
1400430321,276,259
1400430321,276,238
1400430321,306,238
1400430321,306,228
1400430321,306,212
1400430321,306,205
1400430321,306,221
1400430321,324,221
1400430321,324,191
1400430321,350,191
1400430321,372,191
1400430321,392,191
1400430321,392,213
1400430321,392,186
1400430321,410,186
1400430321,389,186
1400430321,389,216
1400430321,411,216
1400430321,400,216
1400430321,372,216
1400430321,362,216
1400430321,362,239
1400430321,362,266
1400430321,380,266
1400430321,380,289
1400430321,380,303
1400430321,380,286
1400430321,380,315
1400430321,380,310
1400430321,386,310
1400430321,409,310
1400430321,409,325
1400430321,444,325
1400430321,457,325
1400430321,462,325
1400430321,462,300
1400430321,440,300
1400430321,440,329
1400430321,473,329
1400430321,455,329
1400430321,455,351
1400430321,441,351
1400430321,441,312
1400430321,444,312
1400430321,467,312
1400430321,478,312
1400430321,444,312
1400430321,422,312
1400430321,408,312
1400430321,408,292
1400430321,386,292
1400430321,366,292
1400430321,366,315
1400430321,392,315
1400430321,392,341
1400430321,392,341
1400430321,416,341
1400430321,416,322
1400430321,416,275
1400430321,416,292
1400430321,437,292
1400430321,437,306
1400430321,453,306
1400430321,453,340
1400430321,453,377
1400430321,410,377
1400430321,419,377
1400430321,394,377
1400430321,394,408
1400430321,420,408
1400430321,420,433
1400430321,392,433
1400430321,417,433
1400430321,417,441
1400430321,417,427
1400430321,417,447
1400430321,446,447
1400430321,463,447
1400430321,484,447
1400430321,484,430
1400430321,484,448
1400430321,484,475
1400430321,484,458
1400430321,484,429
1400430321,511,429
1400430321,511,448
1400430321,487,448
1400430321,487,417
1400430321,523,417
1400430321,523,439
1400430321,493,439
1400430321,493,459
1400430321,484,459
1400430321,484,423
1400430321,484,375
1400430321,484,371
1400430321,484,365
1400430321,473,365
1400430321,493,365
1400430321,484,365
1400430321,484,364
1400430321,469,364
1400430321,469,330
1400430321,469,306
1400430321,472,306
1400430321,472,290
1400430321,472,298
1400430321,472,315
1400430321,501,315
1400430321,479,315
1400430321,479,292
1400430321,461,292
1400430321,461,329
1400430321,461,363
1400430321,442,363
1400430321,442,385
1400430321,466,385
1400430321,466,362
1400430321,466,389
1400430321,480,389
1400430321,480,412
1400430321,480,420
1400430321,443,420
1400430321,443,429
1400430321,445,429
1400430321,445,457
1400430321,487,457
1400430321,519,457
1400430321,519,439
1400430321,519,447
1400430321,519,427
1400430321,532,427
1400430321,532,413
1400430321,532,420
1400430321,532,445
1400430321,532,424
1400430321,513,424
1400430321,535,424
1400430321,510,424
1400430321,495,424
1400430321,503,424
1400430321,538,424
1400430321,556,424
1400430321,515,424
1400430321,485,424
1400430321,485,435
1400430321,485,480
1400430321,485,456
1400430321,485,476
1400430321,485,437
1400430321,485,403
1400430321,485,429
1400430321,488,429
1400430321,488,442
1400430321,500,442
1400430321,500,465
1400430321,500,435
1400430321,489,435
1400430321,489,444
1400430321,503,444
1400430321,484,444
1400430321,504,444
1400430321,536,444
1400430321,536,414
1400430321,532,414
1400430321,532,430
1400430321,532,458
1400430321,532,461
1400430321,532,432
1400430321,532,449
1400430321,532,411
1400430321,532,409
1400430321,532,433
1400430321,532,468
1400430321,532,427
1400430321,519,427
1400430321,519,453
1400430321,519,474
1400430321,533,474
1400430321,510,474
1400430321,525,474
1400430321,556,474
1400430321,556,466
1400430321,556,436
1400430321,565,436
1400430321,565,474
